device_id,gender,age,group
-6791389794962551689,1,46,139+
2835128975376449283,0,36,033-42
404900823327954624,1,32,132-38
-6591257877447330824,0,43,043+
-7980435180485024238,0,36,033-42
-3259552060275527048,0,27,027-28
528799771693762351,0,48,043+
4908495551515689715,1,31,129-31
4298097842901324701,0,30,029-32
-5373293293102466444,1,28,127-28
-1914203293788974191,1,33,132-38
-3791141889400927228,1,44,139+
5600914911392072356,1,38,132-38
201476659548943069,1,38,132-38
857661285912961572,1,27,127-28
3158319255388324285,1,39,139+
-2662730785653255579,1,53,139+
-3521506979553145574,0,28,027-28
3637978454919994189,1,56,139+
-2138476980564584780,0,42,033-42
-7916616818093743195,0,42,033-42
-2980993568614028604,0,42,033-42
1021198544640097884,0,29,029-32
-2145442982868034765,1,59,139+
3593229380415310020,1,59,139+
8378310513530795833,1,68,139+
6630639577896238755,0,28,027-28
8281189997004820864,1,38,132-38
3134874322462872480,0,27,027-28
7832252654676568264,1,26,123-26
-5012983162051948010,1,49,139+
2892886272610276956,1,32,132-38
-4442018461567510143,0,47,043+
2415016902221410782,1,35,132-38
-1155813249585150961,0,35,033-42
-1162139060239577786,1,35,132-38
-6744060941541237854,1,35,132-38
-228422916356827261,1,35,132-38
157685974175213108,1,35,132-38
5602805090839993939,1,35,132-38
-566100380876936835,1,53,139+
6984372269594428058,0,27,027-28
-2257465982543778657,1,35,132-38
-7488429878961602986,0,65,043+
439484658792160902,1,38,132-38
-6888753417449123380,0,30,029-32
-255727983198772756,1,20,122-
983456391370332428,0,31,029-32
-4148916158657735027,0,31,029-32
2601796360631611980,1,30,129-31
-4027740844476338269,1,26,123-26
4658779046184363810,1,27,127-28
6044466900321806119,1,29,129-31
1353659906689994910,1,56,139+
-6348691204991173375,0,20,023-
3473880203302407997,1,38,132-38
-1242439729152442827,1,27,127-28
-6887525481849727578,1,30,129-31
2782390718038667752,1,25,123-26
-1125032945603340896,1,30,129-31
-8430732446822855887,1,69,139+
6775124773896272497,0,26,024-26
-8687171452022956268,1,50,139+
3644797355922528129,1,25,123-26
5062597968847281082,1,28,127-28
3670672829201679854,0,31,029-32
-7744759619576208242,0,25,024-26
-3445471037036613553,0,39,033-42
3987609738338211741,0,24,024-26
5273790184654728736,0,70,043+
6769117680312896609,1,29,129-31
-7148991905797296031,0,32,029-32
6303032802529790669,1,46,139+
6520484459062137041,1,46,139+
-3817812123829175353,1,28,127-28
-5633733769184915863,1,28,127-28
2165771231003961172,0,43,043+
8781655188184243016,1,37,132-38
-7460880011081553500,1,34,132-38
5206136250338494661,1,46,139+
-3622546394643221250,1,40,139+
6416214063402210325,0,45,043+
5976421659984768409,0,42,033-42
-7265780689296630023,0,42,033-42
4062040341682361737,0,29,029-32
6181903560881410039,1,23,123-26
9165302877647737798,0,26,024-26
-1300376530300231012,1,63,139+
6701965484811333361,0,34,033-42
-4227406513976486676,1,23,123-26
-8524960740422846795,1,25,123-26
-5481085334108300360,1,22,122-
1223547297986112348,0,36,033-42
425419148338869929,1,64,139+
-3963926131407323596,1,22,122-
-2935450609814391882,1,24,123-26
4381249675308133621,1,23,123-26
7206774940196367574,1,30,129-31
4823802437012723318,1,22,122-
-3242071858053414185,0,34,033-42
-7825511775061585096,0,21,023-
-8492188971073783970,1,27,127-28
-2616309602340247072,1,27,127-28
-4880282035730637883,0,27,027-28
6379073851571000013,0,27,027-28
-6233687172547628041,1,21,122-
7286916057904807753,1,23,123-26
1332974477437683286,1,26,123-26
-2702104253772948838,1,32,132-38
-3461670818202820256,0,23,023-
6429188133457814562,0,23,023-
3044385885053713632,0,23,023-
-8513405258404818259,0,23,023-
1725656454566606697,0,26,024-26
1094992950763947079,1,51,139+
-5363194464521629938,1,26,123-26
-4014552508992068616,1,22,122-
-7804740113324659485,1,47,139+
7148459147317337984,1,25,123-26
7860223122706003536,1,23,123-26
3762345060567204379,1,35,132-38
6559449198439873167,0,35,033-42
-9042110112554301943,0,42,033-42
-4946987865534476938,0,37,033-42
-3830174604163379327,0,40,033-42
-3130866674199241695,1,33,132-38
8491947199889960564,1,29,129-31
-2050250617043340726,1,54,139+
2469751606966110836,1,32,132-38
1643039888267559846,1,47,139+
9063015207743267638,1,29,129-31
7440050134704470972,1,20,122-
5581878460708541116,0,44,043+
-1014229247014640273,0,31,029-32
5442861129673222989,1,28,127-28
-3765607507787240610,1,28,127-28
-105128591231925263,0,27,027-28
-2817025162667558739,1,36,132-38
-2275697977626457520,1,37,132-38
-2513221899153309828,0,66,043+
5485758383812953843,1,52,139+
2198523379386128485,0,26,024-26
-5707295500250350964,0,26,024-26
3885065755655401267,0,34,033-42
1266220615551255516,0,23,023-
230472933454049622,0,23,023-
6810060816961493462,1,33,132-38
-6915821587104447592,1,23,123-26
5787169085499376484,0,20,023-
-2198344432133184333,0,19,023-
1757556434171511800,1,25,123-26
8254095317772239809,1,27,127-28
-9004417528223787238,1,27,127-28
85082086271367062,0,19,023-
3258157581842247081,0,19,023-
-8588528990814012089,0,37,033-42
1602157180473499747,1,29,129-31
-224692351388461965,1,28,127-28
-7274304123443522318,1,25,123-26
7701497210037122643,0,55,043+
1618393815775352520,1,34,132-38
-6438447389973049034,0,38,033-42
7863499082483632920,1,19,122-
-1042597284980139967,1,20,122-
8642559762403686238,1,22,122-
-2928722232313156366,1,23,123-26
-6671555776980531233,1,48,139+
7548320389486229098,1,22,122-
-4681662673879122579,1,33,132-38
-8678661231116066302,1,33,132-38
-9180113949356146338,0,28,027-28
2010451837763569105,1,49,139+
7424002236027372973,1,52,139+
5221061384861535950,1,52,139+
5086234742589200679,1,47,139+
4876204040340716733,0,33,033-42
8371987591592755942,1,21,122-
-3566529799114039885,1,21,122-
8323366538908094675,0,34,033-42
306217815057640463,1,43,139+
-3175834795890351598,1,31,129-31
3531090445226461768,0,21,023-
701663223673078347,0,45,043+
7616610423622535882,1,25,123-26
-233197562360166032,0,36,033-42
7888694873678209431,1,41,139+
-8878657267840141467,0,22,023-
551948474031989240,0,51,043+
-3485668935844679347,1,25,123-26
-8321742335835788982,1,34,132-38
-8535194005010881497,1,24,123-26
2893219453565590144,0,68,043+
5358806030776343087,0,30,029-32
-6996160946552092519,1,37,132-38
-1112782029313838720,0,47,043+
3492580848205329515,0,24,024-26
2879588411233885894,0,24,024-26
6455989937021593253,0,50,043+
-5048245350761440383,0,50,043+
-7198942946598470864,0,51,043+
9189682376009199991,0,44,043+
-1793990090883735786,1,55,139+
-7063996415847821279,1,33,132-38
-8986040214794307004,0,60,043+
4121824174118926934,1,24,123-26
-2464540278963260894,1,24,123-26
-3618768658334637450,0,23,023-
-7232660955427881887,1,34,132-38
-2909643304741514712,1,34,132-38
-7735163495814534978,0,31,029-32
4619324520103784081,0,21,023-
761327285846903453,0,34,033-42
-6310915475777396402,0,28,027-28
-1516950109107588787,1,29,129-31
4335523533167411251,1,40,139+
-8138774571936578406,0,34,033-42
-3045484286931112071,0,46,043+
-409421883684547634,1,54,139+
7164805842388938301,0,32,029-32
-5933300966039079341,0,32,029-32
-8183386587427336034,1,32,132-38
-6436797099597890222,1,22,122-
-34723361653151098,1,22,122-
4043514458244892832,1,46,139+
-4749205691526739978,1,46,139+
-5595490464720267964,0,30,029-32
2559012660850012377,0,30,029-32
5796372344121324287,0,45,043+
7820847478617426661,0,24,024-26
-3199748738210494004,1,35,132-38
-3950774220209952924,0,20,023-
-6673533546985050451,0,19,023-
1689111140581080899,0,28,027-28
4219268517457582974,1,33,132-38
-1993934078696263283,1,33,132-38
-6723936805271123053,0,36,033-42
-6763899374847449667,1,26,123-26
-6573551114022158392,1,26,123-26
347753157502768291,0,26,024-26
3364560643086978530,1,35,132-38
6430444873396163487,1,29,129-31
-8693200357747581583,1,29,129-31
-8951679712800119106,1,39,139+
4668611053472490660,1,38,132-38
3077466251513375061,0,28,027-28
2181454462479798944,1,48,139+
5453479098779018712,0,21,023-
-8939174563282418503,0,21,023-
2746476355143991152,1,39,139+
6650927492216136143,0,58,043+
-3579248952428552443,1,28,127-28
6347302269763010619,1,28,127-28
2263610742684968459,1,33,132-38
130313677513796529,0,31,029-32
1650980040822587318,0,31,029-32
-4706457414449007532,0,22,023-
-4103485518765038565,0,22,023-
-3609840942123791344,0,29,029-32
2936768624298271329,1,27,127-28
9043155592066740699,1,23,123-26
3298118181782554148,0,40,033-42
-2849945706339496277,0,23,023-
-3066886262176419738,1,30,129-31
-8592573651764821322,1,22,122-
6496494771659415168,0,25,024-26
855184227669468629,0,25,024-26
-5222794021859235396,1,49,139+
614233270856795511,1,39,139+
4510616171491473649,0,31,029-32
7516983022515322634,1,30,129-31
5400174615657069930,1,64,139+
-9053736709712662413,1,30,129-31
-8308547484576162377,0,31,029-32
-2761479742115006168,0,31,029-32
-7435527750825087461,1,40,139+
-6517097511703261714,0,48,043+
-1827713014909128572,0,21,023-
-3388960842877130588,0,21,023-
-5430714466420558880,0,21,023-
-5152991969089177868,0,25,024-26
-1859874601964944144,0,25,024-26
4437867290498578447,0,25,024-26
-8548626011730513103,1,52,139+
-450295949487316519,0,21,023-
-7546876986835746298,0,21,023-
8301699946441574312,0,21,023-
-1952848490499310384,0,28,027-28
6567997420574050368,1,20,122-
127263134359406422,1,25,123-26
-1071355579058424623,0,52,043+
-7964087104026636115,1,29,129-31
-7286621302721074959,1,29,129-31
-4664097197904771549,1,42,139+
41567893676331554,1,42,139+
5421479341408683774,1,22,122-
-8017806511339594460,1,44,139+
-5637720990772622724,0,27,027-28
-403186882851963267,1,33,132-38
-7910175586992168994,1,28,127-28
-6077772372351777072,0,38,033-42
4164263332525951249,1,25,123-26
-4918742740255995937,0,31,029-32
3335829965588744622,0,27,027-28
6881354035218131370,0,29,029-32
1080829370603820502,1,32,132-38
-3548505777677688981,0,29,029-32
-7285991714618841836,1,31,129-31
-5098844357778798157,1,32,132-38
-9051692488935952532,0,55,043+
-1294097274459756154,0,26,024-26
-1248649610006217191,1,48,139+
1225099033030028459,1,21,122-
-2568810692379709283,0,39,033-42
-6100940162978836442,1,37,132-38
2916563043930376606,1,27,127-28
-1906081829099736481,1,29,129-31
2701788131619319960,0,30,029-32
-2610987175694177220,1,22,122-
-6633252998374992796,1,48,139+
2907112127702652290,0,23,023-
1254099505214199549,1,30,129-31
5215739282855703593,0,44,043+
-8455501251759181702,0,40,033-42
6367513122328552036,1,39,139+
-9221307795397202665,1,33,132-38
-8633155922791883114,1,51,139+
-8416158623902953237,0,30,029-32
2030361603352799432,0,31,029-32
-2868336163196068302,1,35,132-38
4416492535340108594,1,35,132-38
4929571508289548457,1,35,132-38
7106533894475018295,1,35,132-38
-6958120468133485782,0,26,024-26
4120929051400684101,1,28,127-28
3575108459582075357,1,43,139+
8905569849024345746,1,29,129-31
-2871259296703746182,1,29,129-31
6323524817551850276,0,32,029-32
-4082227942890751469,0,36,033-42
5327787998522614876,1,31,129-31
6873838308926667080,0,35,033-42
7942919772422932759,0,26,024-26
-583533125632822331,0,56,043+
3252404035482286529,1,48,139+
-7998763593579766984,0,28,027-28
9049928589083588270,1,37,132-38
7856679572435333590,1,37,132-38
7251576594382154377,1,37,132-38
-5385597452040554390,1,37,132-38
-7710915119668209767,0,29,029-32
5835351074739639967,1,39,139+
-809185141858411671,1,41,139+
3025695194415201846,1,33,132-38
-6200149703479115978,1,37,132-38
7174709370431772580,1,33,132-38
5325736517439189107,1,33,132-38
-2294508027235677080,1,33,132-38
6907748615991202169,0,40,033-42
7470322622568926397,1,39,139+
-3465926353287964500,1,24,123-26
1028677483498403685,0,28,027-28
-9001796800131754748,1,44,139+
3749101944882757775,0,50,043+
-2655163329334167305,1,55,139+
137953448239814154,1,28,127-28
3526840225590786470,1,41,139+
-4534714467002421802,0,42,033-42
-9189729735194671691,0,42,033-42
1363380990498141783,0,22,023-
-4956334778296153209,1,25,123-26
-469962076559509160,1,23,123-26
6920370345335371763,1,26,123-26
7000755147223975409,0,46,043+
2232815715617172084,1,25,123-26
-9122745692722607839,1,36,132-38
4328707631396750340,0,26,024-26
-8879972075568967700,1,31,129-31
-3499000033715897952,1,25,123-26
9085951900284054487,1,39,139+
6936949576827916799,1,39,139+
-603774875040636602,1,29,129-31
-2334608009642450868,0,24,024-26
-6388743130606527999,0,48,043+
-5907175724283318540,0,63,043+
-8825886058124894671,0,63,043+
-666938450764881395,1,26,123-26
-2194839647043381769,0,26,024-26
-8430144461509867203,1,25,123-26
6698561289832240945,1,45,139+
9081625704312786020,0,53,043+
4796553828552169678,1,25,123-26
6185941339283557608,1,25,123-26
-6457651094551011252,1,20,122-
-1252711881798338917,0,28,027-28
-8603744601454035760,0,19,023-
7786229878932521393,1,26,123-26
-6977452975440606476,1,26,123-26
7196469794841452331,0,35,033-42
157087291689855449,0,26,024-26
5356915077246789389,1,29,129-31
-5640927948534424193,1,31,129-31
-6346850416963517356,1,34,132-38
5909852774776896076,1,34,132-38
3206375201168279031,1,26,123-26
7070348133445100019,0,59,043+
9139307496306295050,1,26,123-26
5819324457178623596,1,27,127-28
-6426529227423919343,1,27,127-28
-4829711162066503076,1,30,129-31
4795302975942085861,1,24,123-26
-1435989815729831668,1,28,127-28
-8003112597037962537,1,28,127-28
356805775177717691,1,31,129-31
-2590569812967012931,1,35,132-38
-5042010361357943054,1,35,132-38
8623661145524947689,0,32,029-32
74422312220134224,0,32,029-32
-7693222840161961584,0,32,029-32
6639027535570161441,0,37,033-42
2342147755571303152,1,42,139+
-7675389737464097589,1,34,132-38
6620266194423881138,1,32,132-38
-5319135895654723883,0,35,033-42
5569875936658743922,1,23,123-26
7307376085712165966,0,41,033-42
-3319918313820037924,0,32,029-32
7161953216782724309,0,55,043+
-884913075114520634,0,34,033-42
1026809348871064138,0,34,033-42
1508810997223164529,0,29,029-32
600399581919247635,1,35,132-38
-4382328915529245741,0,42,033-42
-6908831760426519964,1,51,139+
4518742213192340734,1,23,123-26
6898859019422781497,0,34,033-42
-6499838853200383748,0,47,043+
5962497404172875521,1,46,139+
-2831544170488235875,0,47,043+
-3188872632060620116,1,45,139+
-2355620978591328664,1,42,139+
7236663065171992662,1,42,139+
-779770284365574907,1,32,132-38
-4909316833771658756,0,32,029-32
7671563034824714062,0,48,043+
-2510735448043269465,0,23,023-
3742506267137950485,1,66,139+
2659497934059884424,0,52,043+
-2921182905465766991,1,36,132-38
-9084591416718479475,1,31,129-31
-1086950066179571212,1,38,132-38
3249459585856593551,1,38,132-38
3112198833518912639,1,25,123-26
8618790186632442741,1,30,129-31
8732716319029412447,1,32,132-38
-2598396113499339904,0,56,043+
-4100323779503553482,1,40,139+
4027064778016184999,0,53,043+
4614501649961248589,1,42,139+
-955882523850651429,0,36,033-42
-2355862744619143153,0,64,043+
4211357974109992588,0,62,043+
-2591418313859005299,0,41,033-42
-7054367090355253339,0,30,029-32
-9140013636518081016,1,35,132-38
-8353592337947874466,1,45,139+
-6403872615435488632,1,30,129-31
4462504583555418464,1,34,132-38
-7090340957114467593,1,44,139+
5480523747861547125,1,44,139+
1594334270446981764,1,44,139+
-947350672051850304,1,44,139+
-1799102761557166076,1,38,132-38
-1440463266527035875,1,38,132-38
-4540281663090394192,0,31,029-32
3078125098164832636,1,34,132-38
6462980700966551670,1,40,139+
-6355539835232053670,1,47,139+
-5402371144557889543,1,66,139+
-3429730410904940218,0,31,029-32
6588287214961767693,0,31,029-32
5484690989940424646,1,33,132-38
4371777645929856521,1,28,127-28
6477382270056829741,1,33,132-38
-6416643483634542513,0,59,043+
-4109874144449141685,1,30,129-31
-6895483139138854098,1,38,132-38
2841146712137689573,1,51,139+
8120716196246528244,1,34,132-38
3098311932166707695,0,32,029-32
5121355371439780876,0,31,029-32
406898439444048601,0,44,043+
1774480525462719370,0,26,024-26
404370736191923559,1,26,123-26
7307915610732339838,0,23,023-
7773809107520762776,0,40,033-42
-889837673763814719,1,32,132-38
6922767014707658860,1,64,139+
-7927795636389836635,1,44,139+
1244027396183909098,0,62,043+
-1493840558986073675,0,33,033-42
-4777495117370207583,1,63,139+
1998827839104670585,1,63,139+
8350831880434604488,1,52,139+
-5386049915853605970,0,38,033-42
-1142636711281662420,1,39,139+
-5066606866672810204,1,29,129-31
-6034114534850651750,1,29,129-31
-558812497213088034,1,29,129-31
7606790864644249414,1,24,123-26
388121472444668060,0,27,027-28
-1314848437508623219,1,32,132-38
-2666564106336083683,1,37,132-38
671187700271966080,1,32,132-38
4630073697404643918,1,32,132-38
286763544293016409,1,27,127-28
7515159941624534067,1,32,132-38
475811513950619629,0,36,033-42
-2857540452607789464,1,62,139+
1679372221965181098,1,40,139+
2124701335165491185,1,25,123-26
5836474047481752428,1,31,129-31
1980132509681560527,1,31,129-31
-4640877245364985336,1,46,139+
-7693817974868256195,1,22,122-
-3563492102251464878,0,39,033-42
-7695069206765721861,1,26,123-26
-4130272671850203202,1,27,127-28
-1488095649605583912,0,24,024-26
5927878699497286753,1,30,129-31
-1438495210756671488,1,27,127-28
7429167508862348411,1,80,139+
8200411629398275265,1,80,139+
1514687049421970126,0,52,043+
-8451023874076051079,0,52,043+
-4970222711813661324,0,52,043+
8796722915484843195,1,38,132-38
9083612380997893080,1,27,127-28
-7558649507117345005,0,25,024-26
6024802971775623825,1,31,129-31
-7055261158970746192,1,31,129-31
5850256535500238675,1,31,129-31
-6904065442736358591,1,31,129-31
-8825851023640251144,1,37,132-38
5449558478185256439,1,50,139+
3704881224600545487,0,27,027-28
-6227910496973455829,0,54,043+
4464331155436080941,0,36,033-42
8926301912230449246,0,27,027-28
-2344146854628021451,1,27,127-28
-2823030071365684879,0,26,024-26
4434989391095324365,1,44,139+
-1459124981034100018,0,68,043+
-1957353233040993381,1,46,139+
-5081353872768689115,1,47,139+
-6775246372198097388,0,28,027-28
-6072126131729622298,1,42,139+
-2718595092884612229,0,26,024-26
5018785331795385919,0,26,024-26
-1867557450382750161,1,45,139+
3102057860446227932,0,26,024-26
7927388686517281348,0,27,027-28
1628787282077698107,1,24,123-26
-8885260196395045946,1,34,132-38
7218984997763944750,0,50,043+
7362361005256536426,0,35,033-42
7876835721520915782,1,34,132-38
-7481257557424090697,1,29,129-31
-6389789511844356178,1,29,129-31
524532987039413309,1,25,123-26
6365026802122218942,0,26,024-26
-5315143790964397445,0,66,043+
9222849349208140841,1,23,123-26
-4209013113298330970,1,40,139+
-5982321512719182357,1,25,123-26
8200689399183887265,1,28,127-28
6795232839698622964,1,30,129-31
-7737822648596832517,0,33,033-42
-7376569064510524918,1,21,122-
8956909548035574856,0,24,024-26
-7653148637216429329,1,33,132-38
-295967118071600117,1,30,129-31
-6627696660633943119,1,29,129-31
6108768442764151972,0,61,043+
-3914808850207346881,1,19,122-
2872768323745025830,1,34,132-38
-8808539566779953396,1,22,122-
2579239964658597359,0,28,027-28
9218918161555692955,1,22,122-
-1298569001643906219,1,22,122-
-5820282116591189520,1,22,122-
4036735082672006004,1,22,122-
-434672924406895561,1,30,129-31
1687796508455193224,1,28,127-28
-7002489326446454579,1,28,127-28
-7496467986183585953,1,25,123-26
-1711926040602445692,1,37,132-38
-1683619560746303089,0,30,029-32
2361023653350055536,0,38,033-42
9106560440142312420,1,23,123-26
2941629289549358178,1,28,127-28
5620718665222708037,1,29,129-31
8913048668031289211,0,28,027-28
1599187184391919748,0,28,027-28
5703540261836883876,1,38,132-38
1686263727319391736,1,26,123-26
4165466851469190740,1,26,123-26
2737569108133221147,0,29,029-32
6306764469292716089,0,29,029-32
-3233077814396192358,1,35,132-38
4336921474555880762,1,35,132-38
5417441455611167050,0,28,027-28
3559049725405412047,1,50,139+
-2458398424579837823,0,30,029-32
1033304545489593514,1,25,123-26
-3512560832555327527,1,28,127-28
5295727074975263556,1,28,127-28
-1612819967682915902,1,28,127-28
6864912994890221960,1,42,139+
-6450785014714956462,0,31,029-32
-6066871364815116088,1,34,132-38
8503562951090045344,1,34,132-38
6995178142677345545,1,28,127-28
5730165107950818826,1,31,129-31
-6668339659700422882,1,23,123-26
-3400396759776213847,1,26,123-26
3145649548720073831,1,24,123-26
-2398590278117910416,0,34,033-42
-150345202253366112,1,23,123-26
-8647434692541379732,0,35,033-42
-5107219222675135168,1,16,122-
8712294427247713176,1,45,139+
816987888193076091,1,28,127-28
4737428035053268002,0,30,029-32
9105077357794484164,1,28,127-28
7741151194547459231,1,25,123-26
-7192251825933631392,1,27,127-28
-8051114551769374646,1,22,122-
-8992612743482978494,0,28,027-28
6005782226567420264,0,29,029-32
1707000895296322774,0,29,029-32
-904086202330181211,1,27,127-28
8198131517834859637,0,46,043+
4487243777869719616,0,38,033-42
4695295443889923354,0,28,027-28
-8553753219709564377,1,56,139+
2784849792271476698,0,24,024-26
4422090580119777732,0,40,033-42
-4157986267512566768,0,34,033-42
-3750103569643759766,0,26,024-26
3344501445859036052,0,22,023-
-7944792375759424570,0,36,033-42
1003575923008116648,1,25,123-26
2720470736378306959,1,30,129-31
-8806776114222984660,1,32,132-38
-4804642238339317276,0,33,033-42
-369292203062023998,1,60,139+
4805252359623523076,1,22,122-
-3015000207194553390,1,22,122-
-5019496702334042110,0,20,023-
-4477976218669875360,0,28,027-28
-5903936466073176345,0,20,023-
-6269363482842960450,0,60,043+
-838282031375157477,1,27,127-28
8418550075947015566,1,28,127-28
-5885927187168263220,1,21,122-
-7012670624819187730,1,25,123-26
4521207996575769930,1,33,132-38
-5432620917677735312,0,29,029-32
4757980413852590805,0,26,024-26
4131274572068248708,0,26,024-26
5016034799620345664,1,22,122-
8012710953286953219,0,21,023-
-7268636272189839892,1,30,129-31
-6200616715084698910,0,26,024-26
-2614771248753058008,1,21,122-
-8600956854184382228,1,25,123-26
-4655675812927533738,1,25,123-26
-3384909018785921271,1,25,123-26
6001067872353773979,1,22,122-
4907323149026301673,1,51,139+
-1267407817727637432,1,25,123-26
2135366878497585361,0,20,023-
-3924269410900642846,1,21,122-
5711008498308842253,1,21,122-
6754699095007466861,1,20,122-
-3579196526447846320,0,37,033-42
-8386661297610068668,1,38,132-38
-1372589310281354092,1,28,127-28
9037597178973629769,1,27,127-28
-7116781811638407343,1,31,129-31
4445900409582286074,1,26,123-26
6994810299144057380,0,25,024-26
-8648296780626967001,1,47,139+
7837189599152975347,1,24,123-26
342481332974791054,1,24,123-26
-4642346359787978880,1,25,123-26
-639489164401173578,1,27,127-28
-1601588113418265513,0,71,043+
5543715274879658850,1,25,123-26
1138515933350154681,0,22,023-
-7235451164531049482,1,24,123-26
942400876515774456,0,28,027-28
-5172312214021158324,0,28,027-28
3096395293022178154,1,21,122-
-4945236664425361554,1,21,122-
2715275330759115652,0,22,023-
347614569457689700,0,25,024-26
3828209440769579613,1,32,132-38
-2531547329715955833,1,28,127-28
-4178825690356128739,0,20,023-
8300168861935451694,1,76,139+
-4264622781921644082,0,26,024-26
6425696831659296371,0,31,029-32
5393357899243691862,1,45,139+
8977416516801420127,0,43,043+
4453922648809947701,1,26,123-26
1914601862578999932,1,49,139+
-8537198717728481902,0,24,024-26
-891997315347780242,0,24,024-26
-7029924767975949801,1,49,139+
2855705017905497855,1,28,127-28
4213935686565829324,1,34,132-38
389901101917633273,1,29,129-31
6856858434335341282,1,26,123-26
-636918664597545404,1,28,127-28
7743657805386464408,1,28,127-28
46125435119331303,0,46,043+
1614513619151516052,0,47,043+
-2890801320057483521,0,47,043+
8014789170912241003,1,45,139+
-5533526365964540086,1,52,139+
2234769840884171384,0,25,024-26
-5257374237788992306,1,33,132-38
-6999490193511326428,0,35,033-42
5740779977516956951,0,35,033-42
-442304303383876447,1,31,129-31
-9021919762378037352,1,31,129-31
-8778757166873552484,1,21,122-
-4093637281481792579,1,42,139+
7016091516615621402,0,32,029-32
-4983128587832600497,0,42,033-42
6424197005499162663,1,35,132-38
321291886603418532,0,48,043+
-4077754859630827708,1,21,122-
145825440295427737,1,29,129-31
-7771790651885091337,1,35,132-38
-8946201181432264771,1,30,129-31
4826939611796589999,1,44,139+
-1992420576165210316,1,44,139+
-6659259338566357093,1,44,139+
8592154700165920997,0,47,043+
-7677537589091817605,0,47,043+
-6393599039120402330,0,35,033-42
-4234291736915394539,1,43,139+
5993872437289237993,1,49,139+
7511091930110395604,1,41,139+
4464344421651215264,1,41,139+
-2572093634776998684,0,39,033-42
-5354711161395227878,1,60,139+
425778931105362184,1,27,127-28
-4783029293044158788,1,33,132-38
205543215932520098,0,38,033-42
4830969729138756493,0,21,023-
-7042703852309033231,0,36,033-42
-8932167941467271871,0,27,027-28
8541548704028427144,0,26,024-26
-56873089750678105,0,51,043+
1794688707156882565,0,48,043+
-5697841510130866251,1,38,132-38
6186610065854438941,0,31,029-32
-7684422222220992272,1,62,139+
-9114376683331736894,0,27,027-28
7780826786310170588,0,30,029-32
740541066007192296,0,22,023-
8103207933760400631,1,28,127-28
4449923850602728160,1,26,123-26
8167671607824554311,1,38,132-38
-7144234901053340921,0,43,043+
1645464957507712077,0,31,029-32
-568880209166164323,1,31,129-31
-1943724075314831688,0,20,023-
-1976795648419406640,0,23,023-
-6950819942741038874,1,34,132-38
8134162001837369086,0,27,027-28
2807479384923840006,1,28,127-28
7087689174569904815,1,28,127-28
-8743163935346625403,1,28,127-28
-1101824230112261410,0,32,029-32
-2353497104168970920,0,29,029-32
6390716121611663712,0,29,029-32
-8576486224554930010,0,28,027-28
-3580018913186623424,1,35,132-38
-6563968582368132659,1,35,132-38
-2361162400189056748,1,29,129-31
-6420359876873378188,0,49,043+
4621723850945778473,0,49,043+
5345448892634532154,1,64,139+
6463702020707750239,1,37,132-38
4629791163603668882,0,21,023-
6225904887882896239,0,33,033-42
-3102569966614466069,0,29,029-32
-1107134564750113140,1,32,132-38
5409476065395994754,1,51,139+
-1685004362372931,1,51,139+
-3767723543401654588,0,27,027-28
7260182360788748291,0,44,043+
3423520337609039786,0,20,023-
-2031944119153281948,1,32,132-38
-4083126611399458364,1,25,123-26
-8773145353579250837,1,25,123-26
2526582419977298440,1,25,123-26
-6425544738084785696,0,30,029-32
-5312523767766032604,1,31,129-31
8661222341268402104,1,33,132-38
5499695773610044897,0,24,024-26
443718457397588948,0,34,033-42
-7239633143742472761,0,32,029-32
8454747468627687906,0,22,023-
-3467577321916214278,0,36,033-42
-2853294834986725407,0,51,043+
2753658305813387882,1,32,132-38
-5284952951280975230,1,48,139+
-2511813007578233517,1,31,129-31
-7031295027182026756,0,41,033-42
4164496584861896100,0,28,027-28
-5012241942505258030,1,45,139+
-4209090200826868119,0,29,029-32
-3898316522633267665,1,41,139+
4457113697685559347,0,54,043+
8598928017931436973,0,54,043+
-388664968156520948,0,42,033-42
3681288305002359998,1,26,123-26
3386382887979274599,1,38,132-38
1164199743691986077,1,46,139+
-3683358254152911158,1,29,129-31
8802190789604941132,1,29,129-31
9130151287294646114,1,29,129-31
-9148681194450467078,1,29,129-31
-6107105783519840658,1,40,139+
4584578782677515002,1,29,129-31
-6250173555434144606,1,28,127-28
2105560580137987232,1,27,127-28
-1172016501305380454,1,32,132-38
-8187453748427860663,1,61,139+
-5918084305924874864,0,33,033-42
8678890517910167656,0,40,033-42
1923721874642487097,1,44,139+
-7785572484144751414,1,35,132-38
5768458219851685055,1,35,132-38
5495446331639802699,1,39,139+
7183293088909680855,1,58,139+
1141990815491447737,1,38,132-38
5242575818981789336,0,34,033-42
2866291255719970687,0,43,043+
-8414438433551008265,1,26,123-26
-33861963566998453,1,26,123-26
-3220728218866147698,1,26,123-26
-3999592527798565538,1,25,123-26
8459143410120045819,1,45,139+
6631300248167407284,1,53,139+
4498884693865105684,1,53,139+
4627608694921508589,1,27,127-28
7582446613436129021,1,21,122-
3901811990183281560,0,45,043+
-5930530603770637099,1,35,132-38
-3843834383044524764,1,35,132-38
-1640139666138923247,1,26,123-26
-7587987962712690310,1,26,123-26
3344573576064827304,0,32,029-32
1027830028108491068,0,32,029-32
-1260182663363966992,0,38,033-42
